"","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.questionType","Answer.rating54","Answer.rating57","Answer.ratingcircuit","Answer.rating32","Answer.rating26","Answer.rating22","Answer.rating19","Answer.rating18","Answer.rating11","Answer.rating12","Answer.ratingball","Answer.rating6","Answer.rating50","Answer.rating47","Answer.rating43","Answer.rating33","Answer.rating25","Answer.rating28","Answer.rating21","Answer.rating7","Answer.rating8","Answer.rating52","Answer.rating48","Answer.rating16","Answer.rating14","Answer.rating1","Answer.rating3","Answer.rating42","Answer.rating39","Answer.rating30","Answer.rating23","Answer.rating17","Answer.rating53","Answer.rating40","Answer.rating31","Answer.rating5","Answer.rating59","Answer.rating56","Answer.rating34","Answer.rating20","Answer.rating2","Answer.rating51","Answer.rating27","Answer.rating55","Answer.rating46","Answer.rating44","Answer.rating13","Answer.rating58","Answer.rating36","Answer.rating24","Answer.rating9","Answer.rating41","Answer.rating38","Answer.rating4","Answer.rating60","Answer.rating49","Answer.rating45","Answer.rating37","Answer.rating15","Answer.rating10","Answer.rating29","Answer.rating35","workerid"
"1","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2ZBWKUDD8XMBMJ99V5260TOAF97CNT","Submitted","Wed May 15 12:16:25 PDT 2013","Tue Apr 30 12:15:38 PDT 2013","Tue Apr 30 12:16:25 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","0.24331550802139038","0.7620320855614974","1","0.9973262032085561","0.893048128342246","0.232620320855615","0.0374331550802139","0.9358288770053476","0.4144385026737968","0.21122994652406418","0","0.12032085561497326","","","","","","",NA,"","","","","",NA,"","",NA,"","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","1"
"2","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YI1SNQQ7Q67JY7QGHER72TUY6QT9U","Submitted","Wed May 15 12:19:06 PDT 2013","Tue Apr 30 12:18:00 PDT 2013","Tue Apr 30 12:19:06 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.7566844919786097","","","","","0.5","","","0.24598930481283424","","0.27807486631016043","0.5909090909090909","0.5802139037433155","0.45989304812834225","0.37967914438502676","0.0962566844919786",0.5,"0.4679144385026738","0.18449197860962566","","","",NA,"","",NA,"","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","2"
"3","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","20H6AUC26DG6Q67XZ0RFQ0CS67DB4R","Submitted","Wed May 15 12:20:21 PDT 2013","Tue Apr 30 12:19:03 PDT 2013","Tue Apr 30 12:20:21 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.9786096256684492","0.7754010695187166","","","","","","","0.06951871657754011","","","0.6470588235294118","","","","",0.745989304812834,"","0.2620320855614973","0.8074866310160428","1","0.35561497326203206",1,"0.56951871657754","0",NA,"","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","3"
"4","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","22FQQ7Q670519DINN6TTWC118LBWC4","Submitted","Wed May 15 12:20:21 PDT 2013","Tue Apr 30 12:19:46 PDT 2013","Tue Apr 30 12:20:21 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.7058823529411765","","0.5855614973262032","","","0.6844919786096256","","","0.22459893048128343","","","0.6149732620320856","","0.8529411764705882","","0.3689839572192513",NA,"","","","","",NA,"","",0.419786096256685,"0.553475935828877","0.5561497326203209","0.9171122994652406","0.7032085561497327","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","4"
"5","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2AJYNJ92NJKMJYHMFYLH4W2KFU37CE","Submitted","Wed May 15 12:24:26 PDT 2013","Tue Apr 30 12:23:07 PDT 2013","Tue Apr 30 12:24:26 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","0.43315508021390375","","0.8983957219251337","","","","","0.4304812834224599","","0.45989304812834225","0.7058823529411765","","0.8368983957219251","","","","","",NA,"0.767379679144385","","","","",NA,"","",NA,"","","","","0.786096256684492","0.46524064171123","0.820855614973262","0.6764705882352942","0.3502673796791444","","","","","",NA,"","","","","","","","","","","","","","","","","","","","5"
"6","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","23Q24E6AUBXHFLN7BQ091BZ0ZWFW0C","Submitted","Wed May 15 12:25:37 PDT 2013","Tue Apr 30 12:25:00 PDT 2013","Tue Apr 30 12:25:37 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","0.2647058823529412","","0.8475935828877005","","","","","","0.786096256684492","0.6524064171122995","0.15240641711229946","","","","","","0.8663101604278075","",NA,"","","","","0.660427807486631",NA,"","",NA,"","","","","","","","0.4090909090909091","","0.713903743315508","0.7032085561497327","0.3422459893048128","0.7085561497326203","",NA,"","","","","","","","","","","","","","","","","","","","6"
"7","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2BP3V0FK0COKLCK1ICGKQ9LVIBJHOO","Submitted","Wed May 15 12:27:42 PDT 2013","Tue Apr 30 12:26:34 PDT 2013","Tue Apr 30 12:27:42 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.9705882352941176","","","0.4197860962566845","","","","","0.0374331550802139","","","","0.606951871657754","","","",NA,"","","","","",NA,"0.4144385026737968","",NA,"0.7459893048128342","","","0.4144385026737968","","","","0.5828877005347594","","","0.38235294117647056","0.21657754010695188","","0.7566844919786097",0.679144385026738,"","","","","","","","","","","","","","","","","","","","7"
"8","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2MOA6X3YOCCFJ5V5G2GTONIMJ3BPQ9","Submitted","Wed May 15 12:27:49 PDT 2013","Tue Apr 30 12:27:01 PDT 2013","Tue Apr 30 12:27:49 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","1","","","0.6417112299465241","","","1","","0.045454545454545456","","","","","","","",NA,"","","","0.28342245989304815","",NA,"","",NA,"","","","","","","0.7834224598930482","","","","","","0.6497326203208557","",NA,"0.13903743315508021","0.5320855614973262","0.9117647058823529","0.3235294117647059","0","","","","","","","","","","","","","","","8"
"9","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2VOSBRI8IUB2HNF8FMJTRB3PMK64G2","Submitted","Wed May 15 12:27:55 PDT 2013","Tue Apr 30 12:26:48 PDT 2013","Tue Apr 30 12:27:55 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8529411764705882","","","","0.24866310160427807","","","","0.07219251336898395","","0.5133689839572193","","","","","0.21657754010695188",NA,"","","0.6470588235294118","","",NA,"","",NA,"","0.37967914438502676","","","","","","","","","","","","",NA,"0.17647058823529413","0.15240641711229946","","","","0.820855614973262","0.6363636363636364","0.6149732620320856","","","","","","","","","","","","9"
"10","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2DGH1XERSQV6PKRPDNK3NVWEHPE083","Submitted","Wed May 15 12:28:11 PDT 2013","Tue Apr 30 12:27:32 PDT 2013","Tue Apr 30 12:28:11 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","0.18181818181818182","","1","","","","","","","","0.18181818181818182","","","","","","","",NA,"","","","","0.3048128342245989",0.823529411764706,"","",NA,"","0.37433155080213903","","0.37967914438502676","","","","0.33689839572192515","","","","","","0.6016042780748663",NA,"","","0.16844919786096257","","","","","0.339572192513369","0.5","","","","","","","","","","","10"
"11","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YVW5XH0JPPS1VQYAUCSV75O7R1FL7","Submitted","Wed May 15 12:28:39 PDT 2013","Tue Apr 30 12:27:42 PDT 2013","Tue Apr 30 12:28:39 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","0.3235294117647059","0.8529411764705882","","","0.10962566844919786","","","","","0.18716577540106952","","","","","","","0.11229946524064172",NA,"0.0855614973262032","","","","",NA,"","",NA,"","","","0.46524064171123","0.7486631016042781","","","","","","","","","",NA,"","","0.40106951871657753","","","","","","","0.9411764705882353","0.09893048128342247","0.32620320855614976","","","","","","","","11"
"12","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2AKPW1INMHGY9XP3JF26HFMJ1TTI5D","Submitted","Wed May 15 12:28:49 PDT 2013","Tue Apr 30 12:28:16 PDT 2013","Tue Apr 30 12:28:49 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8957219251336899","","0.9224598930481284","0.40641711229946526","","0.9278074866310161","","","0","","","0.5588235294117647","","","0.679144385026738","",NA,"","","","","",NA,"","",NA,"","","","","","","","","","","","0.18449197860962566","","",NA,"","","","","","1","","0.732620320855615","","","","","0.39037433155080214","0.6096256684491979","","","","","","12"
"13","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2PVQ0JG5TYMNVP4B0E69YSSLJ6XGK5","Submitted","Wed May 15 12:28:55 PDT 2013","Tue Apr 30 12:28:32 PDT 2013","Tue Apr 30 12:28:55 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.9598930481283422","0.7219251336898396","","","","0.6631016042780749","","","0.08288770053475936","","","","","0.606951871657754","0.7165775401069518","",NA,"","0.5909090909090909","","","",NA,"","",NA,"","","","","0.4144385026737968","","","","","","","","0.4144385026737968","",NA,"","","","","0.16042780748663102","","","","","","0.3074866310160428","","","0.5775401069518716","","","","","","13"
"14","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","22KZVXX2Q45UDDWOULEI21NWUTBQ8Q","Submitted","Wed May 15 12:29:00 PDT 2013","Tue Apr 30 12:27:58 PDT 2013","Tue Apr 30 12:29:00 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.7272727272727273","","","","","","","","0.22459893048128343","","","","","","","",NA,"","0.45187165775401067","0.5614973262032086","0.5","",NA,"","",NA,"","","","","0.5614973262032086","","0.5","0.446524064171123","","","","","","0.6042780748663101",NA,"0.39037433155080214","0.39037433155080214","","","","","","","","","","","0.30213903743315507","","","","","","","14"
"15","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2OJSQV66RLPH1M9HR11VQI669OLD56","Submitted","Wed May 15 12:29:09 PDT 2013","Tue Apr 30 12:28:21 PDT 2013","Tue Apr 30 12:29:09 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","0.344","0.9466666666666667","","0.5813333333333334","","","","","","0.36","","0.6053333333333333","","0.848","0.808","","",NA,"","","","","",NA,"","",0.5,"","","","","","","","","","","","","","",NA,"","","0.16266666666666665","","0.6426666666666667","","","","0.9093333333333333","","","","0.3546666666666667","","","","","","","15"
"16","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2EYUXFCD45XCXMTDOSKKON3X2UZXVZ","Submitted","Wed May 15 12:29:14 PDT 2013","Tue Apr 30 12:28:48 PDT 2013","Tue Apr 30 12:29:14 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8074866310160428","0.42245989304812837","","","","","","","0.16844919786096257","","","0.5882352941176471","","","","",NA,"0.5748663101604278","0.2914438502673797","0.6978609625668449","","",NA,"","",NA,"","","","","","","","","","","","","","0.8342245989304813",0.684491978609626,"","","","","","","","","","","","","","","0.43315508021390375","0.28342245989304815","0.31283422459893045","","","16"
"17","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2G5G67D1X3V0YD6CKPTJK1MBBPFIBE","Submitted","Wed May 15 12:29:44 PDT 2013","Tue Apr 30 12:28:59 PDT 2013","Tue Apr 30 12:29:44 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8315508021390374","","","","","","","","0.07754010695187166","","","0.3582887700534759","","","","",NA,"","","","","",NA,"","",NA,"","","0.6443850267379679","","0.6363636363636364","","","0.5","0.5","","","","0.767379679144385","0.5",NA,"","","0.17914438502673796","","","","0.20855614973262032","","","","","","","0.5","","","","","","17"
"18","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2ZOZ9RNDWIOVKLDSJ84TMU17KIUFU1","Submitted","Wed May 15 12:30:00 PDT 2013","Tue Apr 30 12:29:15 PDT 2013","Tue Apr 30 12:30:00 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","0.13636363636363635","0.034759358288770054","0.9171122994652406","0.5374331550802139","","","","","","","0.1497326203208556","","","","","","","",NA,"","","","","",NA,"0.24331550802139038","",NA,"","","","","","","","","","","","0.13368983957219252","","",0.804812834224599,"","","","0.45989304812834225","","","","","","0.5668449197860963","0.37433155080213903","","","","","","","0.1711229946524064","","18"
